0.00000e+00 7.00000e+01 0.00000e+00 5.60000e-01 4.77884e-02 4.88144e-02 4.44052e-02 2.12501e-05
7.00000e+01 1.25000e+02 0.00000e+00 5.60000e-01 3.20474e-02 3.48722e-02 2.86595e-02 1.92169e-05
1.25000e+02 2.00000e+02 0.00000e+00 5.60000e-01 7.51212e-03 9.13760e-03 6.22128e-03 4.40812e-06
2.00000e+02 1.30000e+04 0.00000e+00 5.60000e-01 1.26227e-05 1.67859e-05 9.74972e-06 5.71696e-09
0.00000e+00 7.00000e+01 5.60000e-01 1.08000e+00 4.81880e-02 4.90016e-02 4.51380e-02 2.55604e-05
7.00000e+01 1.25000e+02 5.60000e-01 1.08000e+00 4.19124e-02 4.33256e-02 3.86431e-02 2.29403e-05
1.25000e+02 2.00000e+02 5.60000e-01 1.08000e+00 9.19872e-03 1.05708e-02 7.92804e-03 7.37972e-06
2.00000e+02 1.30000e+04 5.60000e-01 1.08000e+00 7.73244e-06 9.93748e-06 6.13872e-06 7.06916e-09
0.00000e+00 7.00000e+01 1.08000e+00 3.14160e+00 2.50856e-02 2.54860e-02 2.34669e-02 7.59456e-06
7.00000e+01 1.25000e+02 1.08000e+00 3.14160e+00 2.23675e-02 2.26906e-02 2.10538e-02 8.90732e-06
1.25000e+02 2.00000e+02 1.08000e+00 3.14160e+00 2.49119e-03 2.66366e-03 2.25295e-03 2.58784e-06
2.00000e+02 1.30000e+04 1.08000e+00 3.14160e+00 3.74883e-07 5.07972e-07 2.85511e-07 1.01218e-09
