0.00000e+00 7.00000e+01 0.00000e+00 5.60000e-01 3.99733e-02 5.22144e-02 3.11894e-02 3.37235e-06
7.00000e+01 1.25000e+02 0.00000e+00 5.60000e-01 2.30866e-02 3.03075e-02 1.79375e-02 2.82509e-06
1.25000e+02 2.00000e+02 0.00000e+00 5.60000e-01 3.78077e-03 5.02284e-03 2.90822e-03 7.30612e-07
2.00000e+02 1.30000e+04 0.00000e+00 5.60000e-01 4.21472e-06 5.66148e-06 3.21262e-06 1.02678e-09
0.00000e+00 7.00000e+01 5.60000e-01 1.08000e+00 4.15028e-02 5.42096e-02 3.23844e-02 3.51059e-06
7.00000e+01 1.25000e+02 5.60000e-01 1.08000e+00 3.41138e-02 4.46868e-02 2.65534e-02 3.69351e-06
1.25000e+02 2.00000e+02 5.60000e-01 1.08000e+00 5.63252e-03 7.45028e-03 4.34832e-03 1.06156e-06
2.00000e+02 1.30000e+04 5.60000e-01 1.08000e+00 3.05950e-06 4.09484e-06 2.33891e-06 1.11855e-09
0.00000e+00 7.00000e+01 1.08000e+00 3.14160e+00 2.14367e-02 2.79666e-02 1.67408e-02 1.31730e-06
7.00000e+01 1.25000e+02 1.08000e+00 3.14160e+00 1.95682e-02 2.55394e-02 1.52762e-02 1.52761e-06
1.25000e+02 2.00000e+02 1.08000e+00 3.14160e+00 1.87422e-03 2.45602e-03 1.45817e-03 3.96301e-07
2.00000e+02 1.30000e+04 1.08000e+00 3.14160e+00 1.05011e-07 1.39837e-07 8.06096e-08 1.31847e-10
