0.00000e+00 7.00000e+01 0.00000e+00 5.60000e-01 4.47328e-02 4.53636e-02 4.22264e-02 9.15404e-04 4.51248e-02 4.43412e-02
7.00000e+01 1.25000e+02 0.00000e+00 5.60000e-01 2.98569e-02 3.01535e-02 2.75092e-02 3.96360e-04 3.01202e-02 2.95936e-02
1.25000e+02 2.00000e+02 0.00000e+00 5.60000e-01 6.99528e-03 7.03024e-03 6.18820e-03 8.81560e-05 7.06748e-03 6.92308e-03
2.00000e+02 1.30000e+04 0.00000e+00 5.60000e-01 1.12407e-05 1.13446e-05 9.25648e-06 1.31144e-07 1.13952e-05 1.10862e-05
0.00000e+00 7.00000e+01 5.60000e-01 1.08000e+00 4.70840e-02 4.71272e-02 4.61548e-02 1.00350e-03 4.75020e-02 4.66656e-02
7.00000e+01 1.25000e+02 5.60000e-01 1.08000e+00 3.88169e-02 3.94165e-02 3.63054e-02 4.65036e-04 3.91672e-02 3.84666e-02
1.25000e+02 2.00000e+02 5.60000e-01 1.08000e+00 8.62556e-03 8.65968e-03 7.82556e-03 1.37690e-04 8.70652e-03 8.54464e-03
2.00000e+02 1.30000e+04 5.60000e-01 1.08000e+00 7.13920e-06 7.17572e-06 6.15656e-06 1.55600e-07 7.22588e-06 7.05248e-06
0.00000e+00 7.00000e+01 1.08000e+00 3.14160e+00 2.42272e-02 2.43136e-02 2.34982e-02 1.47928e-04 2.44478e-02 2.40066e-02
7.00000e+01 1.25000e+02 1.08000e+00 3.14160e+00 2.14838e-02 2.16366e-02 2.07741e-02 2.14966e-04 2.16792e-02 2.12884e-02
1.25000e+02 2.00000e+02 1.08000e+00 3.14160e+00 2.35089e-03 2.37134e-03 2.19199e-03 5.59124e-05 2.37160e-03 2.33017e-03
2.00000e+02 1.30000e+04 1.08000e+00 3.14160e+00 3.41454e-07 3.43268e-07 3.01929e-07 2.90415e-08 3.45199e-07 3.37708e-07
