0.00000e+00 7.00000e+01 0.00000e+00 5.60000e-01 3.63785e-02 3.72371e-02 3.37595e-02 1.84164e-05
7.00000e+01 1.25000e+02 0.00000e+00 5.60000e-01 3.20466e-02 3.48594e-02 2.86626e-02 1.75157e-05
1.25000e+02 2.00000e+02 0.00000e+00 5.60000e-01 7.50208e-03 9.12184e-03 6.21484e-03 4.90996e-06
2.00000e+02 1.30000e+04 0.00000e+00 5.60000e-01 1.26128e-05 1.67730e-05 9.74196e-06 6.33208e-09
0.00000e+00 7.00000e+01 5.60000e-01 1.08000e+00 3.76412e-02 3.82813e-02 3.52530e-02 2.18318e-05
7.00000e+01 1.25000e+02 5.60000e-01 1.08000e+00 4.19388e-02 4.33404e-02 3.86682e-02 2.28404e-05
1.25000e+02 2.00000e+02 5.60000e-01 1.08000e+00 9.20484e-03 1.05824e-02 7.93076e-03 6.83672e-06
2.00000e+02 1.30000e+04 5.60000e-01 1.08000e+00 7.73352e-06 9.93836e-06 6.14008e-06 6.99464e-09
0.00000e+00 7.00000e+01 1.08000e+00 3.14160e+00 2.01495e-02 2.04669e-02 1.88533e-02 7.14360e-06
7.00000e+01 1.25000e+02 1.08000e+00 3.14160e+00 2.23570e-02 2.26797e-02 2.10486e-02 9.01640e-06
1.25000e+02 2.00000e+02 1.08000e+00 3.14160e+00 2.49220e-03 2.66729e-03 2.25296e-03 2.77157e-06
2.00000e+02 1.30000e+04 1.08000e+00 3.14160e+00 3.75458e-07 5.08808e-07 2.85908e-07 1.10156e-09
