0.00000e+00 7.00000e+01 0.00000e+00 5.60000e-01 3.41653e-02 3.46101e-02 3.23046e-02 5.38418e-04 3.44626e-02 3.38681e-02
7.00000e+01 1.25000e+02 0.00000e+00 5.60000e-01 2.98357e-02 3.01100e-02 2.75002e-02 3.15572e-04 3.00989e-02 2.95725e-02
1.25000e+02 2.00000e+02 0.00000e+00 5.60000e-01 7.12872e-03 7.14760e-03 6.42496e-03 7.94468e-05 7.20324e-03 7.05420e-03
2.00000e+02 1.30000e+04 0.00000e+00 5.60000e-01 1.11192e-05 1.12300e-05 9.03744e-06 1.14482e-07 1.12737e-05 1.09648e-05
0.00000e+00 7.00000e+01 5.60000e-01 1.08000e+00 3.49942e-02 3.55966e-02 3.30010e-02 6.51488e-04 3.53070e-02 3.46814e-02
7.00000e+01 1.25000e+02 5.60000e-01 1.08000e+00 3.96052e-02 3.99848e-02 3.74185e-02 6.07568e-04 3.99535e-02 3.92568e-02
1.25000e+02 2.00000e+02 5.60000e-01 1.08000e+00 8.44036e-03 8.49504e-03 7.61964e-03 1.38670e-04 8.52212e-03 8.35864e-03
2.00000e+02 1.30000e+04 5.60000e-01 1.08000e+00 7.33744e-06 7.36324e-06 6.43408e-06 1.05427e-07 7.42500e-06 7.24988e-06
0.00000e+00 7.00000e+01 1.08000e+00 3.14160e+00 1.95777e-02 1.96610e-02 1.89775e-02 2.16962e-04 1.97566e-02 1.93988e-02
7.00000e+01 1.25000e+02 1.08000e+00 3.14160e+00 2.11772e-02 2.13822e-02 2.04108e-02 2.72180e-04 2.13714e-02 2.09831e-02
1.25000e+02 2.00000e+02 1.08000e+00 3.14160e+00 2.24197e-03 2.29395e-03 2.01244e-03 6.10088e-05 2.26176e-03 2.22218e-03
2.00000e+02 1.30000e+04 1.08000e+00 3.14160e+00 3.92623e-07 3.98538e-07 3.66052e-07 2.54329e-08 3.97458e-07 3.87788e-07
