0.00000e+00 4.00000e+01 0.00000e+00 6.40000e-01 1.98337e-02 2.01806e-02 1.85295e-02 1.35765e-05
4.00000e+01 6.50000e+01 0.00000e+00 6.40000e-01 5.98176e-02 6.13564e-02 5.54480e-02 3.99218e-05
6.50000e+01 9.50000e+01 0.00000e+00 6.40000e-01 4.45448e-02 4.70112e-02 4.05956e-02 3.40608e-05
9.50000e+01 1.25000e+02 0.00000e+00 6.40000e-01 2.43733e-02 2.72990e-02 2.13906e-02 1.93238e-05
1.25000e+02 1.60000e+02 0.00000e+00 6.40000e-01 1.11340e-02 1.32710e-02 9.35716e-03 9.03108e-06
1.60000e+02 2.00000e+02 0.00000e+00 6.40000e-01 4.68004e-03 5.84244e-03 3.79972e-03 4.00828e-06
0.00000e+00 4.00000e+01 6.40000e-01 1.28000e+00 1.77484e-02 1.80297e-02 1.66508e-02 1.43733e-05
4.00000e+01 6.50000e+01 6.40000e-01 1.28000e+00 6.33828e-02 6.44464e-02 5.94036e-02 4.30400e-05
6.50000e+01 9.50000e+01 6.40000e-01 1.28000e+00 5.67432e-02 5.77384e-02 5.31288e-02 3.85608e-05
9.50000e+01 1.25000e+02 6.40000e-01 1.28000e+00 3.42692e-02 3.55606e-02 3.15183e-02 2.83758e-05
1.25000e+02 1.60000e+02 6.40000e-01 1.28000e+00 1.41227e-02 1.57444e-02 1.24240e-02 1.46245e-05
1.60000e+02 2.00000e+02 6.40000e-01 1.28000e+00 4.31220e-03 5.16008e-03 3.61303e-03 5.17244e-06
0.00000e+00 4.00000e+01 1.28000e+00 3.14160e+00 7.78300e-03 7.91236e-03 7.26528e-03 4.73708e-06
4.00000e+01 6.50000e+01 1.28000e+00 3.14160e+00 3.25374e-02 3.30522e-02 3.04229e-02 1.74718e-05
6.50000e+01 9.50000e+01 1.28000e+00 3.14160e+00 2.80978e-02 2.84953e-02 2.64129e-02 1.55418e-05
9.50000e+01 1.25000e+02 1.28000e+00 3.14160e+00 1.36238e-02 1.38115e-02 1.28609e-02 1.26773e-05
1.25000e+02 1.60000e+02 1.28000e+00 3.14160e+00 3.54724e-03 3.62677e-03 3.29366e-03 5.41300e-06
1.60000e+02 2.00000e+02 1.28000e+00 3.14160e+00 4.35828e-04 5.38396e-04 3.57713e-04 1.29676e-06
